,Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle
2017-03-14 02:00:00,2017,3,14,2,30,0,0,0,5.800000000000002,-1.0,132.68
2017-03-14 03:00:00,2017,3,14,3,30,0,0,0,6.1000000000000005,-1.0,123.06
2017-03-14 04:00:00,2017,3,14,4,30,0,0,0,6.6000000000000005,-1.0,112.2
2017-03-14 05:00:00,2017,3,14,5,30,0,0,0,7.2,-1.0,100.72
2017-03-14 06:00:00,2017,3,14,6,30,0,0,0,7.800000000000002,-1.0,89.04
2017-03-14 07:00:00,2017,3,14,7,30,111,88,108,8.200000000000001,-1.0,77.5
2017-03-14 08:00:00,2017,3,14,8,30,214,169,113,8.5,-1.0,66.44
2017-03-14 09:00:00,2017,3,14,9,30,205,197,14,8.4,-1.0,56.36
2017-03-14 10:00:00,2017,3,14,10,30,341,305,54,8.3,0.0,48.03
2017-03-14 11:00:00,2017,3,14,11,30,268,256,16,8.3,0.0,42.58
2017-03-14 12:00:00,2017,3,14,12,30,177,175,3,8.200000000000001,0.0,41.24
2017-03-14 13:00:00,2017,3,14,13,30,642,242,559,7.9,0.0,44.39
2017-03-14 14:00:00,2017,3,14,14,30,450,286,262,7.7,1.0,51.17
2017-03-14 15:00:00,2017,3,14,15,30,307,219,179,7.800000000000002,1.0,60.34
2017-03-14 16:00:00,2017,3,14,16,30,215,153,191,7.9,0.0,70.89
2017-03-14 17:00:00,2017,3,14,17,30,95,62,243,7.9,0.0,82.18
2017-03-14 18:00:00,2017,3,14,18,30,0,0,0,7.9,-2.0,93.8
2017-03-14 19:00:00,2017,3,14,19,30,0,0,0,7.800000000000002,-3.0,105.41
2017-03-14 20:00:00,2017,3,14,20,30,0,0,0,7.300000000000002,-4.0,116.66
2017-03-14 21:00:00,2017,3,14,21,30,0,0,0,6.7,-5.0,127.05
2017-03-14 22:00:00,2017,3,14,22,30,0,0,0,6.300000000000002,-6.0,135.8
2017-03-14 23:00:00,2017,3,14,23,30,0,0,0,6.0,-6.0,141.63
2017-03-15 00:00:00,2017,3,15,0,30,0,0,0,5.800000000000002,-6.0,143.05
2017-03-15 01:00:00,2017,3,15,1,30,0,0,0,5.7,-7.0,139.58
2017-03-15 02:00:00,2017,3,15,2,30,0,0,0,5.7,-7.0,132.31
2017-03-15 03:00:00,2017,3,15,3,30,0,0,0,5.7,-7.0,122.73
2017-03-15 04:00:00,2017,3,15,4,30,0,0,0,5.7,-7.0,111.88
2017-03-15 05:00:00,2017,3,15,5,30,0,0,0,5.7,-7.0,100.42
2017-03-15 06:00:00,2017,3,15,6,30,12,11,32,5.9,-6.0,88.74
2017-03-15 07:00:00,2017,3,15,7,30,151,98,238,6.300000000000002,-5.0,77.19
2017-03-15 08:00:00,2017,3,15,8,30,256,166,222,7.0,-4.0,66.12
2017-03-15 09:00:00,2017,3,15,9,30,501,145,636,7.5,-4.0,56.01
2017-03-15 10:00:00,2017,3,15,10,30,603,214,577,7.800000000000002,-3.0,47.65
2017-03-15 11:00:00,2017,3,15,11,30,669,255,559,8.200000000000001,-3.0,42.18
2017-03-15 12:00:00,2017,3,15,12,30,609,341,355,8.5,-2.0,40.85
2017-03-15 13:00:00,2017,3,15,13,30,504,347,218,8.6,-2.0,44.04
2017-03-15 14:00:00,2017,3,15,14,30,438,291,233,8.6,-2.0,50.88
2017-03-15 15:00:00,2017,3,15,15,30,367,199,337,8.3,-2.0,60.09
2017-03-15 16:00:00,2017,3,15,16,30,274,107,504,7.800000000000002,-2.0,70.67
2017-03-15 17:00:00,2017,3,15,17,30,108,48,431,7.2,-2.0,81.98
2017-03-15 18:00:00,2017,3,15,18,30,0,0,0,6.7,-3.0,93.61
2017-03-15 19:00:00,2017,3,15,19,30,0,0,0,6.2,-4.0,105.21
2017-03-15 20:00:00,2017,3,15,20,30,0,0,0,5.800000000000002,-4.0,116.44
2017-03-15 21:00:00,2017,3,15,21,30,0,0,0,5.300000000000002,-5.0,126.8
2017-03-15 22:00:00,2017,3,15,22,30,0,0,0,4.800000000000002,-5.0,135.49
2017-03-15 23:00:00,2017,3,15,23,30,0,0,0,4.1000000000000005,-6.0,141.26
2017-03-16 00:00:00,2017,3,16,0,30,0,0,0,3.5,-7.0,142.65
2017-03-16 01:00:00,2017,3,16,1,30,0,0,0,3.3000000000000003,-7.0,139.19
2017-03-16 02:00:00,2017,3,16,2,30,0,0,0,3.2,-7.0,131.95
2017-03-16 03:00:00,2017,3,16,3,30,0,0,0,3.2,-7.0,122.39
2017-03-16 04:00:00,2017,3,16,4,30,0,0,0,3.1,-7.0,111.57
2017-03-16 05:00:00,2017,3,16,5,30,0,0,0,3.1,-7.0,100.11
2017-03-16 06:00:00,2017,3,16,6,30,17,14,128,3.6,-5.0,88.44
2017-03-16 07:00:00,2017,3,16,7,30,206,67,609,4.5,-2.0,76.88
2017-03-16 08:00:00,2017,3,16,8,30,426,102,789,5.300000000000002,0.0,65.79
2017-03-16 09:00:00,2017,3,16,9,30,352,257,169,5.800000000000002,0.0,55.66
2017-03-16 10:00:00,2017,3,16,10,30,666,142,772,5.9,0.0,47.27
2017-03-16 11:00:00,2017,3,16,11,30,739,174,757,5.9,0.0,41.78
2017-03-16 12:00:00,2017,3,16,12,30,875,179,915,5.9,1.0,40.46
2017-03-16 13:00:00,2017,3,16,13,30,745,121,863,6.0,1.0,43.7
2017-03-16 14:00:00,2017,3,16,14,30,646,94,869,5.9,2.0,50.59
2017-03-16 15:00:00,2017,3,16,15,30,532,147,766,5.6000000000000005,2.0,59.85
2017-03-16 16:00:00,2017,3,16,16,30,322,113,624,5.0,1.0,70.46000000000002
2017-03-16 17:00:00,2017,3,16,17,30,108,57,355,4.2,0.0,81.79
2017-03-16 18:00:00,2017,3,16,18,30,0,0,0,3.7,-1.0,93.42
2017-03-16 19:00:00,2017,3,16,19,30,0,0,0,3.4000000000000004,-2.0,105.01
2017-03-16 20:00:00,2017,3,16,20,30,0,0,0,3.2,-2.0,116.22
2017-03-16 21:00:00,2017,3,16,21,30,0,0,0,3.0,-3.0,126.54
2017-03-16 22:00:00,2017,3,16,22,30,0,0,0,2.8000000000000003,-4.0,135.19
2017-03-16 23:00:00,2017,3,16,23,30,0,0,0,2.6,-5.0,140.9
2017-03-17 00:00:00,2017,3,17,0,30,0,0,0,2.3000000000000003,-5.0,142.25
2017-03-17 01:00:00,2017,3,17,1,30,0,0,0,2.1,-6.0,138.8
2017-03-17 02:00:00,2017,3,17,2,30,0,0,0,2.1,-6.0,131.58
2017-03-17 03:00:00,2017,3,17,3,30,0,0,0,2.1,-6.0,122.05
2017-03-17 04:00:00,2017,3,17,4,30,0,0,0,2.2,-6.0,111.25
2017-03-17 05:00:00,2017,3,17,5,30,0,0,0,2.2,-6.0,99.81
2017-03-17 06:00:00,2017,3,17,6,30,20,14,173,2.3000000000000003,-4.0,88.13
2017-03-17 07:00:00,2017,3,17,7,30,205,55,649,2.4000000000000004,-1.0,76.57000000000002
2017-03-17 08:00:00,2017,3,17,8,30,417,75,823,2.1,1.0,65.46000000000001
2017-03-17 09:00:00,2017,3,17,9,30,484,184,528,1.8,3.0,55.31
2017-03-17 10:00:00,2017,3,17,10,30,569,276,428,1.8,4.0,46.88
2017-03-17 11:00:00,2017,3,17,11,30,679,255,564,1.7000000000000002,5.0,41.38
2017-03-17 12:00:00,2017,3,17,12,30,835,113,944,1.5,6.0,40.07
2017-03-17 13:00:00,2017,3,17,13,30,685,212,650,1.4,7.0,43.35
2017-03-17 14:00:00,2017,3,17,14,30,511,261,390,1.2000000000000002,6.0,50.3
2017-03-17 15:00:00,2017,3,17,15,30,185,179,12,1.0,6.0,59.6
2017-03-17 16:00:00,2017,3,17,16,30,226,139,255,0.7000000000000001,5.0,70.24
2017-03-17 17:00:00,2017,3,17,17,30,76,55,142,0.7000000000000001,4.0,81.59
2017-03-17 18:00:00,2017,3,17,18,30,0,0,0,1.0,3.0,93.22
2017-03-17 19:00:00,2017,3,17,19,30,0,0,0,1.2000000000000002,2.0,104.81
2017-03-17 20:00:00,2017,3,17,20,30,0,0,0,1.4,2.0,116.0
2017-03-17 21:00:00,2017,3,17,21,30,0,0,0,1.3,1.0,126.28
2017-03-17 22:00:00,2017,3,17,22,30,0,0,0,1.7000000000000002,1.0,134.88
2017-03-17 23:00:00,2017,3,17,23,30,0,0,0,2.1,1.0,140.53
2017-03-18 00:00:00,2017,3,18,0,30,0,0,0,2.0,1.0,141.85
2017-03-18 01:00:00,2017,3,18,1,30,0,0,0,2.2,1.0,138.4
2017-03-18 02:00:00,2017,3,18,2,30,0,0,0,2.4000000000000004,1.0,131.22
2017-03-18 03:00:00,2017,3,18,3,30,0,0,0,2.2,1.0,121.72
2017-03-18 04:00:00,2017,3,18,4,30,0,0,0,1.8,1.0,110.93
2017-03-18 05:00:00,2017,3,18,5,30,0,0,0,1.5,1.0,99.5
2017-03-18 06:00:00,2017,3,18,6,30,4,4,0,1.5,2.0,87.83
2017-03-18 07:00:00,2017,3,18,7,30,58,58,0,1.4,3.0,76.26
2017-03-18 08:00:00,2017,3,18,8,30,156,151,13,0.8,5.0,65.13
2017-03-18 09:00:00,2017,3,18,9,30,478,205,477,0.5,7.0,54.95
2017-03-18 10:00:00,2017,3,18,10,30,706,154,802,0.9,9.0,46.5
2017-03-18 11:00:00,2017,3,18,11,30,789,155,840,1.7000000000000002,10.0,40.98
2017-03-18 12:00:00,2017,3,18,12,30,807,154,847,2.1,11.0,39.68
2017-03-18 13:00:00,2017,3,18,13,30,755,158,816,2.4000000000000004,12.0,43.01
2017-03-18 14:00:00,2017,3,18,14,30,642,156,757,2.9000000000000004,12.0,50.01
2017-03-18 15:00:00,2017,3,18,15,30,478,148,647,3.6,11.0,59.36
2017-03-18 16:00:00,2017,3,18,16,30,282,126,457,4.2,9.0,70.03
2017-03-18 17:00:00,2017,3,18,17,30,90,65,166,4.5,7.0,81.39
2017-03-18 18:00:00,2017,3,18,18,30,0,0,0,4.5,5.0,93.03
2017-03-18 19:00:00,2017,3,18,19,30,0,0,0,4.1000000000000005,4.0,104.61
2017-03-18 20:00:00,2017,3,18,20,30,0,0,0,3.7,3.0,115.77
2017-03-18 21:00:00,2017,3,18,21,30,0,0,0,3.6,2.0,126.03
2017-03-18 22:00:00,2017,3,18,22,30,0,0,0,3.5,2.0,134.57
2017-03-18 23:00:00,2017,3,18,23,30,0,0,0,3.3000000000000003,1.0,140.17000000000002
2017-03-19 00:00:00,2017,3,19,0,30,0,0,0,3.3000000000000003,1.0,141.45000000000005
2017-03-19 01:00:00,2017,3,19,1,30,0,0,0,3.4000000000000004,1.0,138.01
2017-03-19 02:00:00,2017,3,19,2,30,0,0,0,3.5,1.0,130.85
2017-03-19 03:00:00,2017,3,19,3,30,0,0,0,3.5,1.0,121.38
2017-03-19 04:00:00,2017,3,19,4,30,0,0,0,3.5,0.0,110.61
2017-03-19 05:00:00,2017,3,19,5,30,0,0,0,3.5,0.0,99.19
2017-03-19 06:00:00,2017,3,19,6,30,4,4,0,3.7,0.0,87.52
2017-03-19 07:00:00,2017,3,19,7,30,51,51,0,4.1000000000000005,1.0,75.95
2017-03-19 08:00:00,2017,3,19,8,30,136,136,0,4.4,2.0,64.81
2017-03-19 09:00:00,2017,3,19,9,30,272,243,50,4.6000000000000005,4.0,54.6
2017-03-19 10:00:00,2017,3,19,10,30,612,231,549,4.7,6.0,46.12
2017-03-19 11:00:00,2017,3,19,11,30,787,177,803,4.6000000000000005,7.0,40.58
2017-03-19 12:00:00,2017,3,19,12,30,813,161,842,4.3,8.0,39.29
2017-03-19 13:00:00,2017,3,19,13,30,534,351,248,4.1000000000000005,9.0,42.67
2017-03-19 14:00:00,2017,3,19,14,30,470,292,274,4.0,9.0,49.73
2017-03-19 15:00:00,2017,3,19,15,30,116,116,0,3.8,9.0,59.12000000000001
2017-03-19 16:00:00,2017,3,19,16,30,20,20,0,3.2,8.0,69.82000000000001
2017-03-19 17:00:00,2017,3,19,17,30,105,60,296,2.4000000000000004,6.0,81.2
2017-03-19 18:00:00,2017,3,19,18,30,0,0,0,2.3000000000000003,4.0,92.84
2017-03-19 19:00:00,2017,3,19,19,30,0,0,0,2.6,3.0,104.41
2017-03-19 20:00:00,2017,3,19,20,30,0,0,0,2.8000000000000003,3.0,115.55
2017-03-19 21:00:00,2017,3,19,21,30,0,0,0,3.2,2.0,125.77
2017-03-19 22:00:00,2017,3,19,22,30,0,0,0,3.4000000000000004,1.0,134.26
2017-03-19 23:00:00,2017,3,19,23,30,0,0,0,3.0,0.0,139.8
2017-03-20 00:00:00,2017,3,20,0,30,0,0,0,3.0,0.0,141.05
2017-03-20 01:00:00,2017,3,20,1,30,0,0,0,3.2,0.0,137.62
2017-03-20 02:00:00,2017,3,20,2,30,0,0,0,3.0,0.0,130.48
2017-03-20 03:00:00,2017,3,20,3,30,0,0,0,2.8000000000000003,0.0,121.04
2017-03-20 04:00:00,2017,3,20,4,30,0,0,0,2.7,0.0,110.3
2017-03-20 05:00:00,2017,3,20,5,30,0,0,0,2.8000000000000003,0.0,98.89
2017-03-20 06:00:00,2017,3,20,6,30,27,27,0,3.0,0.0,87.22
2017-03-20 07:00:00,2017,3,20,7,30,209,69,564,3.1,2.0,75.63
2017-03-20 08:00:00,2017,3,20,8,30,417,89,762,2.9000000000000004,5.0,64.48
2017-03-20 09:00:00,2017,3,20,9,30,598,100,853,2.7,8.0,54.25
2017-03-20 10:00:00,2017,3,20,10,30,724,125,857,2.5,9.0,45.74
2017-03-20 11:00:00,2017,3,20,11,30,651,305,452,2.2,10.0,40.18
2017-03-20 12:00:00,2017,3,20,12,30,295,280,19,2.0,11.0,38.91
2017-03-20 13:00:00,2017,3,20,13,30,423,352,96,1.9,11.0,42.32
2017-03-20 14:00:00,2017,3,20,14,30,412,307,161,1.5,12.0,49.44
2017-03-20 15:00:00,2017,3,20,15,30,306,230,146,1.1,11.0,58.88
2017-03-20 16:00:00,2017,3,20,16,30,235,143,266,0.8,10.0,69.61
2017-03-20 17:00:00,2017,3,20,17,30,82,61,136,0.6000000000000001,9.0,81.0
2017-03-20 18:00:00,2017,3,20,18,30,0,0,0,0.6000000000000001,8.0,92.65
2017-03-20 19:00:00,2017,3,20,19,30,0,0,0,0.8,7.0,104.21
2017-03-20 20:00:00,2017,3,20,20,30,0,0,0,0.9,6.0,115.33
2017-03-20 21:00:00,2017,3,20,21,30,0,0,0,0.9,6.0,125.51
2017-03-20 22:00:00,2017,3,20,22,30,0,0,0,0.9,6.0,133.95
2017-03-20 23:00:00,2017,3,20,23,30,0,0,0,0.9,6.0,139.44
2017-03-21 00:00:00,2017,3,21,0,30,0,0,0,0.7000000000000001,5.0,140.65
2017-03-21 01:00:00,2017,3,21,1,30,0,0,0,0.4,5.0,137.22
2017-03-21 02:00:00,2017,3,21,2,30,0,0,0,0.5,4.0,130.12
2017-03-21 03:00:00,2017,3,21,3,30,0,0,0,0.9,4.0,120.7
2017-03-21 04:00:00,2017,3,21,4,30,0,0,0,1.1,3.0,109.98
2017-03-21 05:00:00,2017,3,21,5,30,0,0,0,1.1,3.0,98.58
2017-03-21 06:00:00,2017,3,21,6,30,1,1,0,1.6,5.0,86.91
2017-03-21 07:00:00,2017,3,21,7,30,15,15,0,1.9,7.0,75.32000000000002
2017-03-21 08:00:00,2017,3,21,8,30,111,111,0,1.6,9.0,64.15
2017-03-21 09:00:00,2017,3,21,9,30,193,189,6,2.0,12.0,53.9
2017-03-21 10:00:00,2017,3,21,10,30,319,292,38,2.5,13.0,45.36
2017-03-21 11:00:00,2017,3,21,11,30,543,377,216,2.8000000000000003,14.0,39.78
2017-03-21 12:00:00,2017,3,21,12,30,790,202,752,2.8000000000000003,15.0,38.52
2017-03-21 13:00:00,2017,3,21,13,30,672,253,563,3.0,15.0,41.99
2017-03-21 14:00:00,2017,3,21,14,30,640,180,702,3.1,16.0,49.16
2017-03-21 15:00:00,2017,3,21,15,30,406,195,405,2.9000000000000004,15.0,58.64
2017-03-21 16:00:00,2017,3,21,16,30,292,120,489,2.0,14.0,69.4
2017-03-21 17:00:00,2017,3,21,17,30,104,62,262,1.4,11.0,80.81
2017-03-21 18:00:00,2017,3,21,18,30,0,0,0,1.5,9.0,92.46
2017-03-21 19:00:00,2017,3,21,19,30,0,0,0,1.4,9.0,104.01
2017-03-21 20:00:00,2017,3,21,20,30,0,0,0,1.4,9.0,115.11
2017-03-21 21:00:00,2017,3,21,21,30,0,0,0,1.6,8.0,125.25
2017-03-21 22:00:00,2017,3,21,22,30,0,0,0,2.0,8.0,133.64
2017-03-21 23:00:00,2017,3,21,23,30,0,0,0,2.3000000000000003,8.0,139.07
2017-03-22 00:00:00,2017,3,22,0,30,0,0,0,2.5,7.0,140.25
2017-03-22 01:00:00,2017,3,22,1,30,0,0,0,3.6,7.0,136.83
2017-03-22 02:00:00,2017,3,22,2,30,0,0,0,5.2,6.0,129.75
2017-03-22 03:00:00,2017,3,22,3,30,0,0,0,6.1000000000000005,4.0,120.36
2017-03-22 04:00:00,2017,3,22,4,30,0,0,0,6.2,2.0,109.66
2017-03-22 05:00:00,2017,3,22,5,30,0,0,0,6.4,1.0,98.27
2017-03-22 06:00:00,2017,3,22,6,30,37,23,237,7.1000000000000005,1.0,86.61
2017-03-22 07:00:00,2017,3,22,7,30,237,63,672,7.7,2.0,75.01
2017-03-22 08:00:00,2017,3,22,8,30,456,80,853,7.800000000000002,3.0,63.82
2017-03-22 09:00:00,2017,3,22,9,30,649,87,946,7.5,4.0,53.54
2017-03-22 10:00:00,2017,3,22,10,30,793,91,992,7.2,5.0,44.98
2017-03-22 11:00:00,2017,3,22,11,30,876,93,1013,6.9,6.0,39.37
2017-03-22 12:00:00,2017,3,22,12,30,891,93,1014,6.6000000000000005,6.0,38.13
2017-03-22 13:00:00,2017,3,22,13,30,836,96,990,6.300000000000002,7.0,41.65
2017-03-22 14:00:00,2017,3,22,14,30,722,90,962,6.1000000000000005,7.0,48.88
2017-03-22 15:00:00,2017,3,22,15,30,556,80,908,5.9,6.0,58.4
2017-03-22 16:00:00,2017,3,22,16,30,351,66,800,5.300000000000002,5.0,69.19
2017-03-22 17:00:00,2017,3,22,17,30,134,43,562,4.2,3.0,80.62
2017-03-22 18:00:00,2017,3,22,18,30,0,0,0,3.4000000000000004,1.0,92.27
2017-03-22 19:00:00,2017,3,22,19,30,0,0,0,3.3000000000000003,0.0,103.81
2017-03-22 20:00:00,2017,3,22,20,30,0,0,0,3.2,0.0,114.89
2017-03-22 21:00:00,2017,3,22,21,30,0,0,0,2.8000000000000003,0.0,124.99
2017-03-22 22:00:00,2017,3,22,22,30,0,0,0,2.4000000000000004,-1.0,133.33
2017-03-22 23:00:00,2017,3,22,23,30,0,0,0,2.2,-2.0,138.70000000000002
2017-03-23 00:00:00,2017,3,23,0,30,0,0,0,2.0,-3.0,139.85
2017-03-23 01:00:00,2017,3,23,1,30,0,0,0,2.0,-4.0,136.43
2017-03-23 02:00:00,2017,3,23,2,30,0,0,0,1.9,-4.0,129.38
2017-03-23 03:00:00,2017,3,23,3,30,0,0,0,1.7000000000000002,-4.0,120.02
2017-03-23 04:00:00,2017,3,23,4,30,0,0,0,1.6,-5.0,109.33
2017-03-23 05:00:00,2017,3,23,5,30,0,0,0,1.6,-4.0,97.96
2017-03-23 06:00:00,2017,3,23,6,30,42,23,294,2.1,-2.0,86.3
2017-03-23 07:00:00,2017,3,23,7,30,243,58,698,2.5,0.0,74.7
2017-03-23 08:00:00,2017,3,23,8,30,457,75,854,2.0,0.0,63.5
2017-03-23 09:00:00,2017,3,23,9,30,643,87,928,1.3,2.0,53.19
2017-03-23 10:00:00,2017,3,23,10,30,779,100,953,0.7000000000000001,4.0,44.6
2017-03-23 11:00:00,2017,3,23,11,30,858,105,969,0.5,5.0,38.97
2017-03-23 12:00:00,2017,3,23,12,30,874,104,974,0.6000000000000001,6.0,37.74
2017-03-23 13:00:00,2017,3,23,13,30,818,109,943,0.9,7.0,41.31
2017-03-23 14:00:00,2017,3,23,14,30,704,105,906,1.2000000000000002,8.0,48.6
2017-03-23 15:00:00,2017,3,23,15,30,536,100,827,1.2000000000000002,8.0,58.17
2017-03-23 16:00:00,2017,3,23,16,30,334,84,696,1.0,7.0,68.99
2017-03-23 17:00:00,2017,3,23,17,30,126,52,445,1.1,4.0,80.43
2017-03-23 18:00:00,2017,3,23,18,30,0,0,0,1.6,2.0,92.08
2017-03-23 19:00:00,2017,3,23,19,30,0,0,0,2.0,1.0,103.61
2017-03-23 20:00:00,2017,3,23,20,30,0,0,0,2.2,0.0,114.66
2017-03-23 21:00:00,2017,3,23,21,30,0,0,0,2.5,0.0,124.73
2017-03-23 22:00:00,2017,3,23,22,30,0,0,0,2.6,0.0,133.01
2017-03-23 23:00:00,2017,3,23,23,30,0,0,0,2.8000000000000003,0.0,138.34
2017-03-24 00:00:00,2017,3,24,0,30,0,0,0,3.2,0.0,139.45000000000002
2017-03-24 01:00:00,2017,3,24,1,30,0,0,0,3.2,0.0,136.04
2017-03-24 02:00:00,2017,3,24,2,30,0,0,0,3.1,-1.0,129.01
2017-03-24 03:00:00,2017,3,24,3,30,0,0,0,3.2,0.0,119.68
2017-03-24 04:00:00,2017,3,24,4,30,0,0,0,3.1,0.0,109.01
2017-03-24 05:00:00,2017,3,24,5,30,0,0,0,3.1,0.0,97.65
2017-03-24 06:00:00,2017,3,24,6,30,29,25,50,3.6,0.0,86.0
2017-03-24 07:00:00,2017,3,24,7,30,167,107,225,4.1000000000000005,2.0,74.39
2017-03-24 08:00:00,2017,3,24,8,30,108,108,0,4.4,4.0,63.17
2017-03-24 09:00:00,2017,3,24,9,30,22,22,0,4.9,6.0,52.84
2017-03-24 10:00:00,2017,3,24,10,30,418,340,108,5.5,8.0,44.22
2017-03-24 11:00:00,2017,3,24,11,30,647,346,384,5.800000000000002,10.0,38.57
2017-03-24 12:00:00,2017,3,24,12,30,698,300,501,5.6000000000000005,12.0,37.36
2017-03-24 13:00:00,2017,3,24,13,30,466,367,130,5.4,14.0,40.98
2017-03-24 14:00:00,2017,3,24,14,30,583,214,554,4.9,15.0,48.32
2017-03-24 15:00:00,2017,3,24,15,30,423,192,433,4.2,15.0,57.94
2017-03-24 16:00:00,2017,3,24,16,30,262,146,321,3.4000000000000004,14.0,68.78
2017-03-24 17:00:00,2017,3,24,17,30,96,67,170,2.9000000000000004,12.0,80.24
2017-03-24 18:00:00,2017,3,24,18,30,0,0,0,2.9000000000000004,10.0,91.89
2017-03-24 19:00:00,2017,3,24,19,30,0,0,0,3.1,10.0,103.41
2017-03-24 20:00:00,2017,3,24,20,30,0,0,0,3.1,10.0,114.44
2017-03-24 21:00:00,2017,3,24,21,30,0,0,0,3.0,10.0,124.47
2017-03-24 22:00:00,2017,3,24,22,30,0,0,0,2.8000000000000003,10.0,132.7
2017-03-24 23:00:00,2017,3,24,23,30,0,0,0,2.8000000000000003,10.0,137.97
2017-03-25 00:00:00,2017,3,25,0,30,0,0,0,2.7,10.0,139.06
2017-03-25 01:00:00,2017,3,25,1,30,0,0,0,2.5,10.0,135.64
2017-03-25 02:00:00,2017,3,25,2,30,0,0,0,2.3000000000000003,9.0,128.64
2017-03-25 03:00:00,2017,3,25,3,30,0,0,0,2.2,9.0,119.33
2017-03-25 04:00:00,2017,3,25,4,30,0,0,0,2.4000000000000004,9.0,108.69
2017-03-25 05:00:00,2017,3,25,5,30,0,0,0,2.7,9.0,97.34
2017-03-25 06:00:00,2017,3,25,6,30,31,27,45,3.0,10.0,85.69
2017-03-25 07:00:00,2017,3,25,7,30,183,110,265,3.0,12.0,74.08
2017-03-25 08:00:00,2017,3,25,8,30,389,118,594,2.8000000000000003,15.0,62.84
2017-03-25 09:00:00,2017,3,25,9,30,482,243,393,2.7,18.0,52.49
2017-03-25 10:00:00,2017,3,25,10,30,542,333,289,2.6,21.0,43.84
2017-03-25 11:00:00,2017,3,25,11,30,597,374,283,2.3000000000000003,22.0,38.17
2017-03-25 12:00:00,2017,3,25,12,30,562,395,208,1.9,23.0,36.97
2017-03-25 13:00:00,2017,3,25,13,30,601,343,340,1.7000000000000002,24.0,40.64
2017-03-25 14:00:00,2017,3,25,14,30,489,304,277,1.6,23.0,48.05
2017-03-25 15:00:00,2017,3,25,15,30,144,144,0,1.5,21.0,57.71
2017-03-25 16:00:00,2017,3,25,16,30,122,122,0,1.3,19.0,68.58
2017-03-25 17:00:00,2017,3,25,17,30,41,41,0,1.3,17.0,80.05
2017-03-25 18:00:00,2017,3,25,18,30,0,0,0,1.6,16.0,91.7
2017-03-25 19:00:00,2017,3,25,19,30,0,0,0,1.9,16.0,103.21
2017-03-25 20:00:00,2017,3,25,20,30,0,0,0,2.1,15.0,114.22
2017-03-25 21:00:00,2017,3,25,21,30,0,0,0,2.3000000000000003,14.0,124.21
2017-03-25 22:00:00,2017,3,25,22,30,0,0,0,3.3000000000000003,13.0,132.39
2017-03-25 23:00:00,2017,3,25,23,30,0,0,0,4.800000000000002,12.0,137.6
2017-03-26 00:00:00,2017,3,26,0,30,0,0,0,5.800000000000002,10.0,138.66
2017-03-26 01:00:00,2017,3,26,1,30,0,0,0,6.1000000000000005,8.0,135.25
2017-03-26 02:00:00,2017,3,26,2,30,0,0,0,6.0,7.0,128.27
2017-03-26 03:00:00,2017,3,26,3,30,0,0,0,5.7,7.0,118.99
2017-03-26 04:00:00,2017,3,26,4,30,0,0,0,5.300000000000002,7.0,108.37
2017-03-26 05:00:00,2017,3,26,5,30,0,0,0,5.0,6.0,97.03
2017-03-26 06:00:00,2017,3,26,6,30,27,25,23,4.800000000000002,6.0,85.39
2017-03-26 07:00:00,2017,3,26,7,30,14,14,0,4.6000000000000005,7.0,73.77
2017-03-26 08:00:00,2017,3,26,8,30,11,11,0,4.4,7.0,62.52
2017-03-26 09:00:00,2017,3,26,9,30,158,158,0,4.2,8.0,52.14
2017-03-26 10:00:00,2017,3,26,10,30,209,204,6,4.2,8.0,43.46
2017-03-26 11:00:00,2017,3,26,11,30,29,29,0,4.1000000000000005,9.0,37.77
2017-03-26 12:00:00,2017,3,26,12,30,184,181,4,4.1000000000000005,9.0,36.59
2017-03-26 13:00:00,2017,3,26,13,30,310,292,24,4.1000000000000005,10.0,40.31
2017-03-26 14:00:00,2017,3,26,14,30,259,246,19,4.3,10.0,47.77
2017-03-26 15:00:00,2017,3,26,15,30,90,90,0,4.4,10.0,57.48
2017-03-26 16:00:00,2017,3,26,16,30,24,24,0,4.4,9.0,68.38
2017-03-26 17:00:00,2017,3,26,17,30,113,74,221,4.2,8.0,79.86
2017-03-26 18:00:00,2017,3,26,18,30,0,0,0,3.8,8.0,91.51
2017-03-26 19:00:00,2017,3,26,19,30,0,0,0,3.6,8.0,103.01
2017-03-26 20:00:00,2017,3,26,20,30,0,0,0,3.3000000000000003,7.0,113.99
2017-03-26 21:00:00,2017,3,26,21,30,0,0,0,3.1,7.0,123.94
2017-03-26 22:00:00,2017,3,26,22,30,0,0,0,2.9000000000000004,7.0,132.08
2017-03-26 23:00:00,2017,3,26,23,30,0,0,0,2.8000000000000003,7.0,137.24
2017-03-27 00:00:00,2017,3,27,0,30,0,0,0,2.8000000000000003,6.0,138.26
2017-03-27 01:00:00,2017,3,27,1,30,0,0,0,2.8000000000000003,6.0,134.86
2017-03-27 02:00:00,2017,3,27,2,30,0,0,0,2.9000000000000004,6.0,127.91
2017-03-27 03:00:00,2017,3,27,3,30,0,0,0,2.9000000000000004,6.0,118.65
2017-03-27 04:00:00,2017,3,27,4,30,0,0,0,2.8000000000000003,6.0,108.05
2017-03-27 05:00:00,2017,3,27,5,30,0,0,0,2.7,6.0,96.73
2017-03-27 06:00:00,2017,3,27,6,30,29,28,5,2.5,6.0,85.08
